# 公式サイトから拾ったXアカウントの候補。
# 1サイトに複数のアカウントが載っていることが多いので、
# 正しいものを選んで corrections/x_accounts.tsv に移すこと。
vid	title	account	source_url	note
v13100	ALICE=ALICE	@BrittanyTheVamp @Fildzahgw @knighthour	https://kudaratan.wordpress.com/2014/10/05/alicealice-trial-english-patch/	候補3件。正しいものだけ残して x_accounts.tsv へ
v1282	Under the Moon		https://polaris.hided.net/1613277	サイトにXへのリンクなし（4件試した）
v13833	ヴァルプルガの詩		https://vk.com/topic-121555046_46302354?post=272	サイトにXへのリンクなし（4件試した）
v17810	戦国姫歌～時果の契り～		https://www.crunchyroll.com/games/?srsltid=AfmBOoq4KlJTZEy2LUMgiSJoUs5ZmwIYnIxd2FPuZHxeLRBrkN-3UVy4	サイトにXへのリンクなし（2件試した）
v7716	月華繚乱ROMANCE		https://www.flamecho.top/p/trans	サイトにXへのリンクなし（2件試した）
v12751	忍び、恋うつつ		https://www.otomate.jp/nin_koi/banka/info/?page=1	サイトにXへのリンクなし（4件試した）
v13849	鳥籠のマリアージュ	@dramaticcreate	https://www.xinplay.net/thread-42924-1-1.html	候補1件。正しいものだけ残して x_accounts.tsv へ
v1739	Garnet Cradle	@NovellaRus	http://www.spica-space.com/products/GarnetCradle/	候補1件。正しいものだけ残して x_accounts.tsv へ
v18793	カフェ・ゼロ～眠れる野獣～	@whitepriestess @mingzi893 @rosevertegames	http://www.roseverte.net/cafe0/beast/en/	候補3件。正しいものだけ残して x_accounts.tsv へ
v26002	ときめきメモリアル Girl's Side 4th Heart		https://www.konami.com/games/girls_side/4th_Heart/	サイトにXへのリンクなし（2件試した）
v15563	オルフレール		https://www.flamecho.top/posts/118	サイトにXへのリンクなし（4件試した）
v19071	ヒミツの獣男子発情中	@D3P_FR	https://ec.nintendo.com/JP/ja/titles/70010000029248	候補1件。正しいものだけ残して x_accounts.tsv へ
v1970	絶対迷宮グリム～七つの鍵と楽園の乙女～		https://www.flamecho.top/posts/110	サイトにXへのリンクなし（4件試した）
v16506	新撰組アメイジング～火照る躰と恋炎～		https://pornolab.net/forum/viewtopic.php?t=3073768	サイトにXへのリンクなし（3件試した）
v47769	ネオンクラッシュ -Echoes of the Lost-	@NeonClash_EL @AmuLit_JP	https://products.voltage.co.jp/neonclash	候補2件。正しいものだけ残して x_accounts.tsv へ
v992	断罪のマリア　THE EXORCISM OF MARIA		https://vk.com/ru.dant?w=wall-222156787_135	サイトにXへのリンクなし（4件試した）
v17809	口外禁止!! (密)オフィスラブ		https://pornolab.net/forum/viewtopic.php?t=3073768	サイトにXへのリンクなし（2件試した）
v13090	学園K -Wonderful School Days-		http://www.otomate.jp/gakuen-k/	サイトにXへのリンクなし（2件試した）
v19076	執事のプリンスさま		http://www.d3p.co.jp/situji/	サイトにXへのリンクなし（1件試した）
v12472	SNOW BOUND LAND		http://www.otomate.jp/sbl/	サイトにXへのリンクなし（1件試した）
v11342	うたの☆プリンスさまっ♪All Star		https://www.utapri.com/game/allstar/switch/	サイトにXへのリンクなし（2件試した）
v16770	もし、この世界に神様がいるとするならば。		https://rejetweb.jp/moshikami/switch/	サイトにXへのリンクなし（2件試した）
v4598	ヴァンパイア騎士 DS		https://agtteam.net/vampire/	サイトにXへのリンクなし（2件試した）
v21075	嘘つきな王様の騙し方	@RatalaikaGames @Ratalaikagames	https://www.ratalaikagames.com/games.php?id=howtofoolaliarking	候補2件。正しいものだけ残して x_accounts.tsv へ
v7639	デザート・キングダム		https://www.otomate.jp/desert_kingdom/	サイトにXへのリンクなし（3件試した）
v2089	三国恋戦記　～オトメの兵法！～		http://www.prot.co.jp/switch/sangokur/index.html	サイトにXへのリンクなし（4件試した）
v1009	あさき、ゆめみし		http://www.mi-o.jp/product/asaki/asaki_top.htm	サイトにXへのリンクなし（4件試した）
v1919	ウィル・オ・ウィスプ		https://bbs.yxfanfan.com/thread-3238-1-1.html	サイトにXへのリンクなし（3件試した）
v59457	アイドルと〇〇しちゃダメですか？		http://www.mikimaki.site/lp/aidame/	サイトにXへのリンクなし（1件試した）
v1347	ジョーカーの国のアリス～ Wonderful Wonder World ～		https://arnethmyndraavn.tumblr.com/post/776303288619597824/jnkna-preorder-cd-maker-ver-game-download	サイトにXへのリンクなし（4件試した）
v3239	二世の契り		https://www.flamecho.top/p/trans	サイトにXへのリンクなし（4件試した）
v10272	アルカナ・ファミリア -幽霊船の魔術師-		https://solartranslations.tumblr.com/vascellofantasmadirectory	サイトにXへのリンクなし（2件試した）
v852	アラビアンズ・ロスト　～The engagement on desert～		http://www.prot.co.jp/ps2/arabianslost/index.html	サイトにXへのリンクなし（4件試した）
v20717	囚われのパルマ		http://www.capcom.co.jp/palm/plm/switch/	サイトにXへのリンクなし（3件試した）
v14787	Binary Star		https://www.flamecho.top/p/trans	サイトにXへのリンクなし（2件試した）
v1014	金色のコルダ		https://www.gamecity.ne.jp/products/products/ee/Rlcorda.htm	サイトにXへのリンクなし（4件試した）
v4633	アーメン・ノワール		http://www.otomate.jp/armen_noir/	サイトにXへのリンクなし（3件試した）
v19075	芸能界はアブナイ関係アリですか？		https://pornolab.net/forum/viewtopic.php?t=3073768	サイトにXへのリンクなし（2件試した）
v18777	イケメン幕末◆運命の恋	@CYikemen @Cyikemen	https://www.cyikemen.com/DestinedToLove/pc/index.html	候補2件。正しいものだけ残して x_accounts.tsv へ
v18945	DIABOLIK LOVERS LOST EDEN		https://discord.gg/Fx4E5WnC29	サイトにXへのリンクなし（2件試した）
v49599	スチームプリズン -Beyond the Steam-	@steam_prison @happypriroll @animatecafe_grt @animateinfo	https://www.hunex.co.jp/steamprison/beyond/	候補4件。正しいものだけ残して x_accounts.tsv へ
v11879	０時の鐘とシンデレラ～Halloween Wedding～		https://web.archive.org/web/20160115021321/http://quinrose.com/game/cin_0/top.html	サイトにXへのリンクなし（2件試した）
v11504	しらつゆの怪		http://www.otomate.jp/shiratuyu/	サイトにXへのリンクなし（1件試した）
v12125	アルカナ・ファミリア 2		http://www.comfort-soft.jp/products/arcana2/index.html	サイトにXへのリンクなし（1件試した）
v5471	うたの☆プリンスさまっ♪ -Amazing Aria-		https://www.utapri.com/game/aass_love/switch/	サイトにXへのリンクなし（3件試した）
v2166	アンジェリーク		https://gbatemp.net/threads/angelique-ds-armips-patch-help.639474/	サイトにXへのリンクなし（4件試した）
v12436	Jewelic Nightmare		https://flowus.cn/share/0580fc2b-e437-48b8-8c76-04b537d62da5	サイトにXへのリンクなし（2件試した）
v853	クリムゾン・エンパイア ~Circumstances to Serve a Noble~		http://www.otomedream.com/forum.php?mod=viewthread&tid=873353	サイトにXへのリンクなし（4件試した）
v7770	Beyond The Future -Fix The Time Arrows-		http://5pb.jp/games/btf/	サイトが取得できない（1件試した）
v1316	魔法使いとご主人様　~ wizard and the master ~		http://ttime.ttime.com.tw/game/wm/wm.html	サイトにXへのリンクなし（4件試した）
v14813	RE:VICE[D]		http://www.otomate.jp/revice_d/	サイトにXへのリンクなし（1件試した）
v9071	官能昔話 ポータブル		https://bbs.yxfanfan.com/thread-209838-1-1.html	サイトにXへのリンクなし（2件試した）
v8063	神なる君と		https://www.flamecho.top/p/trans	サイトにXへのリンクなし（2件試した）
v50653	魔女と亡霊のヴォロンテ		https://www.loca.games/volontes/	サイトにXへのリンクなし（3件試した）
v3599	パレドゥレーヌ		https://www.kogado.com/sw/contents/usagi/palaisdereine/	サイトにXへのリンクなし（3件試した）
v1405	Love☆Drops～みらくる同居物語～		http://www.sugar-beans.com/products/sb01/top/index.html	サイトにXへのリンクなし（4件試した）
v14869	プリンス・オブ・ストライド		http://posweb.jp/pos/game/index.html	サイトにXへのリンクなし（1件試した）
v23021	心を開く歌い方	@whitepriestess @Yumeno_Yuki @Itsumo_Nagahisa @U0413AI @rosevertegames	https://eroolia.roseverte.net/song/en/	候補5件。正しいものだけ残して x_accounts.tsv へ
v47770	sins of KALEIDO 塔巡りし因果の魔女	@sinsofKALEIDO @AmuLit_JP	https://products.voltage.co.jp/kaleido/	候補2件。正しいものだけ残して x_accounts.tsv へ
v1006	Real Rode		http://www.realrode.com/	サイトにXへのリンクなし（2件試した）
v8043	12時の鐘とシンデレラ～Halloween Wedding～		https://web.archive.org/web/20160306171412/http://quinrose.com/game/cin/top.html	サイトにXへのリンクなし（2件試した）
v7425	マスケティア		http://www.otomate.jp/musketeer/	サイトにXへのリンクなし（1件試した）
v4719	スカーレッドライダーゼクス		http://scared-rider-xechs.jp/srx/	サイトにXへのリンクなし（3件試した）
v4671	お菓子な島のピーターパン ～Sweet Never Land～		http://strawberry-traducciones.blogspot.com/p/okashi-no-shima-no-peter-pan.html	サイトにXへのリンクなし（3件試した）
v24644	囚われのパルマ Refrain		https://www.capcom-games.com/palm/refrain/switch/	サイトにXへのリンクなし（3件試した）
v2252	桜蘭高校ホスト部	@ohshcmangadub @sitemap @artsythesecond @MintMonster_VA @NVF	https://bbs.yxfanfan.com/thread-6198-1-1.html	候補6件。正しいものだけ残して x_accounts.tsv へ
v11454	恋花デイズ		http://www.otomate.jp/koibana/	サイトにXへのリンクなし（1件試した）
v14652	MARGINAL#4 IDOL OF SUPERNOVA		http://www.otomate.jp/mg4/	サイトにXへのリンクなし（1件試した）
v12155	-8		http://www.otomate.jp/-8/	サイトにXへのリンクなし（1件試した）
v10950	スクール・ウォーズ		https://web.archive.org/web/20160202144240/http://quinrose.com/game/sw/top.html	サイトにXへのリンクなし（2件試した）
v10162	いっしょにごはん。		http://www.otomate.jp/gohan/	サイトにXへのリンクなし（1件試した）
v2170	ネオ アンジェリーク		http://www.gamecity.ne.jp/neoangelique	サイトにXへのリンクなし（3件試した）
v19887	特別捜査★密着24時		https://voltageapps.com/love365/apps/metro-pd-close-to-you/	サイトにXへのリンクなし（3件試した）
v1794	遙かなる時空の中で		http://www.gamecity.ne.jp/neoromance/haruka/	サイトにXへのリンクなし（4件試した）
v11984	裏語 薄桜鬼		http://www.otomate.jp/hakuoki/urakata	サイトにXへのリンクなし（2件試した）
